gene	individual	counts	tissue	sex	path
_scaffold_1_003604.1	indv_3	744	leaves	male	rddm
_scaffold_1_003603.1	indv_3	1512	leaves	male	rddm
_scaffold_1_000587.1	indv_3	96	leaves	male	rddm
_scaffold_1_000590.1	indv_3	3384	leaves	male	rddm
_scaffold_1_003596.1	indv_3	2544	leaves	male	rddm
_scaffold_1_003590.1	indv_3	12372	leaves	male	rddm
_scaffold_1_000593.1	indv_3	1992	leaves	male	rddm
_scaffold_1_000594.1	indv_3	6792	leaves	male	rddm
_scaffold_1_000595.1	indv_3	14520	leaves	male	rddm
_scaffold_1_000596.1	indv_3	11376	leaves	male	rddm
_scaffold_1_000597.1	indv_3	12768	leaves	male	rddm
_scaffold_1_000598.1	indv_3	12528	leaves	male	rddm
_scaffold_1_003585.1	indv_3	1032	leaves	male	rddm
_scaffold_1_003582.1	indv_3	2208	leaves	male	rddm
_scaffold_1_003579.1	indv_3	10296	leaves	male	rddm
_scaffold_1_003575.1	indv_3	1150	leaves	male	rddm
_scaffold_1_000600.1	indv_3	5598	leaves	male	rddm
_scaffold_1_003574.1	indv_3	4224	leaves	male	rddm
_scaffold_1_000601.1	indv_3	2256	leaves	male	rddm
_scaffold_1_003573.1	indv_3	2328	leaves	male	rddm
_scaffold_1_003572.1	indv_3	23359	leaves	male	rddm
_scaffold_1_000606.1	indv_3	3576	leaves	male	rddm
_scaffold_1_000607.1	indv_3	3552	leaves	male	rddm
_scaffold_1_000608.1	indv_3	8304	leaves	male	rddm
_scaffold_1_000609.1	indv_3	10344	leaves	male	rddm
_scaffold_1_003571.1	indv_3	11880	leaves	male	rddm
_scaffold_1_000611.1	indv_3	3552	leaves	male	rddm
_scaffold_1_000612.1	indv_3	6120	leaves	male	rddm
_scaffold_1_000613.1	indv_3	480	leaves	male	rddm
_scaffold_1_000614.1	indv_3	4008	leaves	male	rddm
_scaffold_1_003569.1	indv_3	5688	leaves	male	rddm
_scaffold_1_000615.1	indv_3	2142	leaves	male	rddm
_scaffold_1_000616.1	indv_3	3048	leaves	male	rddm
_scaffold_1_003568.1	indv_3	3192	leaves	male	rddm
_scaffold_1_003567.1	indv_3	5932	leaves	male	rddm
_scaffold_1_003566.1	indv_3	14424	leaves	male	rddm
_scaffold_1_000617.1	indv_3	12576	leaves	male	rddm
_scaffold_1_003565.1	indv_3	10707	leaves	male	rddm
_scaffold_1_003564.1	indv_3	8736	leaves	male	rddm
_scaffold_1_003563.1	indv_3	7296	leaves	male	rddm
_scaffold_1_003562.1	indv_3	3857	leaves	male	rddm
_scaffold_1_003561.1	indv_3	552	leaves	male	rddm
_scaffold_1_003559.1	indv_3	809	leaves	male	rddm
_scaffold_1_003557.1	indv_3	12682	leaves	male	rddm
_scaffold_1_003555.1	indv_3	13056	leaves	male	rddm
_scaffold_1_003553.1	indv_3	11769	leaves	male	rddm
_scaffold_1_000619.1	indv_3	2352	leaves	male	rddm
_scaffold_1_000620.1	indv_3	8646	leaves	male	rddm
_scaffold_1_003548.1	indv_3	2352	leaves	male	rddm
_scaffold_1_000621.1	indv_3	1512	leaves	male	rddm
_scaffold_1_000624.1	indv_3	7752	leaves	male	rddm
_scaffold_1_003544.1	indv_3	4368	leaves	male	rddm
_scaffold_1_000626.1	indv_3	2136	leaves	male	rddm
_scaffold_1_003543.1	indv_3	2462	leaves	male	rddm
_scaffold_1_003542.1	indv_3	2712	leaves	male	rddm
_scaffold_1_003541.1	indv_3	5688	leaves	male	rddm
_scaffold_1_000630.1	indv_3	192	leaves	male	rddm
_scaffold_1_000631.1	indv_3	1296	leaves	male	rddm
_scaffold_1_000645.1	indv_3	2928	leaves	male	rddm
_scaffold_1_000646.1	indv_3	1968	leaves	male	rddm
_scaffold_1_003538.1	indv_3	12696	leaves	male	rddm
_scaffold_1_000649.1	indv_3	2616	leaves	male	rddm
_scaffold_1_003537.1	indv_3	8568	leaves	male	rddm
_scaffold_1_003536.1	indv_3	168	leaves	male	rddm
_scaffold_1_000658.1	indv_3	2592	leaves	male	rddm
_scaffold_1_000661.1	indv_3	3312	leaves	male	rddm
_scaffold_1_003534.1	indv_3	288	leaves	male	rddm
_scaffold_1_000663.1	indv_3	3216	leaves	male	rddm
_scaffold_1_003533.1	indv_3	744	leaves	male	rddm
_scaffold_1_000667.1	indv_3	5592	leaves	male	rddm
_scaffold_1_003523.1	indv_3	1464	leaves	male	rddm
_scaffold_1_003520.1	indv_3	768	leaves	male	rddm
_scaffold_1_000681.1	indv_3	6648	leaves	male	rddm
_scaffold_1_000688.1	indv_3	456	leaves	male	rddm
_scaffold_1_000692.1	indv_3	1518	leaves	male	rddm
_scaffold_1_000696.1	indv_3	96	leaves	male	rddm
_scaffold_1_003510.1	indv_3	288	leaves	male	rddm
_scaffold_1_000697.1	indv_3	72	leaves	male	rddm
_scaffold_1_000699.1	indv_3	72	leaves	male	rddm
_scaffold_1_003508.1	indv_3	2062	leaves	male	rddm
_scaffold_1_003507.1	indv_3	2760	leaves	male	rddm
_scaffold_1_000701.1	indv_3	5256	leaves	male	rddm
_scaffold_1_003504.1	indv_3	816	leaves	male	rddm
_scaffold_1_003503.1	indv_3	8880	leaves	male	rddm
_scaffold_1_000716.1	indv_3	312	leaves	male	rddm
_scaffold_1_000718.1	indv_3	600	leaves	male	rddm
_scaffold_1_000719.1	indv_3	4296	leaves	male	rddm
_scaffold_1_003502.1	indv_3	624	leaves	male	rddm
_scaffold_1_000720.1	indv_3	576	leaves	male	rddm
_scaffold_1_000723.1	indv_3	72	leaves	male	rddm
_scaffold_1_003497.1	indv_3	4296	leaves	male	rddm
_scaffold_1_003489.1	indv_3	2424	leaves	male	rddm
_scaffold_1_003485.1	indv_3	384	leaves	male	rddm
_scaffold_1_003478.1	indv_3	1800	leaves	male	rddm
_scaffold_1_000729.1	indv_3	4896	leaves	male	rddm
_scaffold_1_000730.1	indv_3	7632	leaves	male	rddm
_scaffold_1_003469.1	indv_3	1464	leaves	male	rddm
_scaffold_1_000744.1	indv_3	2448	leaves	male	rddm
_scaffold_1_003462.1	indv_3	72	leaves	male	rddm
_scaffold_1_003461.1	indv_3	6240	leaves	male	rddm
_scaffold_1_003460.1	indv_3	9000	leaves	male	rddm
_scaffold_1_000745.1	indv_3	5592	leaves	male	rddm
_scaffold_1_003456.1	indv_3	48	leaves	male	rddm
_scaffold_1_000748.1	indv_3	5088	leaves	male	rddm
_scaffold_1_000749.1	indv_3	2352	leaves	male	rddm
_scaffold_1_003453.1	indv_3	48	leaves	male	rddm
_scaffold_1_003452.1	indv_3	72	leaves	male	rddm
_scaffold_1_003448.1	indv_3	288	leaves	male	rddm
_scaffold_1_003445.1	indv_3	1320	leaves	male	rddm
_scaffold_1_000772.1	indv_3	192	leaves	male	rddm
_scaffold_1_003444.1	indv_3	24	leaves	male	rddm
_scaffold_1_003443.1	indv_3	46	leaves	male	rddm
_scaffold_1_000781.1	indv_3	0	leaves	male	rddm
_scaffold_1_000782.1	indv_3	24	leaves	male	rddm
_scaffold_1_000784.1	indv_3	6552	leaves	male	rddm
_scaffold_1_003442.1	indv_3	3264	leaves	male	rddm
_scaffold_1_000785.1	indv_3	803	leaves	male	rddm
_scaffold_1_000790.1	indv_3	2784	leaves	male	rddm
_scaffold_1_000795.1	indv_3	1368	leaves	male	rddm
_scaffold_1_000796.1	indv_3	3018	leaves	male	rddm
_scaffold_1_000802.1	indv_3	312	leaves	male	rddm
_scaffold_1_003425.1	indv_3	4752	leaves	male	rddm
_scaffold_1_000804.1	indv_3	1488	leaves	male	rddm
_scaffold_1_003422.1	indv_3	288	leaves	male	rddm
_scaffold_1_003421.1	indv_3	1608	leaves	male	rddm
_scaffold_1_000811.1	indv_3	2088	leaves	male	rddm
_scaffold_1_000813.1	indv_3	7728	leaves	male	rddm
_scaffold_1_000814.1	indv_3	7008	leaves	male	rddm
_scaffold_1_000819.1	indv_3	9312	leaves	male	rddm
_scaffold_1_000820.1	indv_3	3120	leaves	male	rddm
_scaffold_1_003403.1	indv_3	2064	leaves	male	rddm
_scaffold_1_000821.1	indv_3	8568	leaves	male	rddm
_scaffold_1_003400.1	indv_3	15000	leaves	male	rddm
_scaffold_1_000822.1	indv_3	1440	leaves	male	rddm
_scaffold_1_003393.1	indv_3	6792	leaves	male	rddm
_scaffold_1_003392.1	indv_3	888	leaves	male	rddm
_scaffold_1_000824.1	indv_3	3312	leaves	male	rddm
_scaffold_1_003388.1	indv_3	2856	leaves	male	rddm
_scaffold_1_000826.1	indv_3	8952	leaves	male	rddm
_scaffold_1_000827.1	indv_3	6288	leaves	male	rddm
_scaffold_1_003384.1	indv_3	7560	leaves	male	rddm
_scaffold_1_003382.1	indv_3	5664	leaves	male	rddm
_scaffold_1_000836.1	indv_3	96	leaves	male	rddm
_scaffold_1_003380.1	indv_3	6600	leaves	male	rddm
_scaffold_1_003379.1	indv_3	120	leaves	male	rddm
_scaffold_1_003378.1	indv_3	0	leaves	male	rddm
_scaffold_1_003376.1	indv_3	480	leaves	male	rddm
_scaffold_1_000845.1	indv_3	24	leaves	male	rddm
_scaffold_1_000846.1	indv_3	816	leaves	male	rddm
_scaffold_1_003373.1	indv_3	1056	leaves	male	rddm
_scaffold_1_003372.1	indv_3	5136	leaves	male	rddm
_scaffold_1_000847.1	indv_3	2204	leaves	male	rddm
_scaffold_1_003366.1	indv_3	336	leaves	male	rddm
_scaffold_1_003365.1	indv_3	3504	leaves	male	rddm
_scaffold_1_003362.1	indv_3	9675	leaves	male	rddm
_scaffold_1_003359.1	indv_3	120	leaves	male	rddm
_scaffold_1_003353.1	indv_3	96	leaves	male	rddm
_scaffold_1_000856.1	indv_3	2088	leaves	male	rddm
_scaffold_1_000858.1	indv_3	5520	leaves	male	rddm
_scaffold_1_003352.1	indv_3	5688	leaves	male	rddm
_scaffold_1_000859.1	indv_3	6117	leaves	male	rddm
_scaffold_1_003350.1	indv_3	10248	leaves	male	rddm
_scaffold_1_003343.1	indv_3	240	leaves	male	rddm
_scaffold_1_000862.1	indv_3	864	leaves	male	rddm
_scaffold_1_003341.1	indv_3	3336	leaves	male	rddm
_scaffold_1_003340.1	indv_3	144	leaves	male	rddm
_scaffold_1_000866.1	indv_3	24	leaves	male	rddm
_scaffold_1_000867.1	indv_3	1344	leaves	male	rddm
_scaffold_1_003338.1	indv_3	6192	leaves	male	rddm
_scaffold_1_003334.1	indv_3	576	leaves	male	rddm
_scaffold_1_003332.1	indv_3	360	leaves	male	rddm
_scaffold_1_003328.1	indv_3	1403	leaves	male	rddm
_scaffold_1_003327.1	indv_3	1080	leaves	male	rddm
_scaffold_1_000869.1	indv_3	960	leaves	male	rddm
_scaffold_1_003317.1	indv_3	312	leaves	male	rddm
_scaffold_1_000871.1	indv_3	864	leaves	male	rddm
_scaffold_1_000872.1	indv_3	4512	leaves	male	rddm
_scaffold_1_003310.1	indv_3	12384	leaves	male	rddm
_scaffold_1_003307.1	indv_3	288	leaves	male	rddm
_scaffold_1_003306.1	indv_3	357	leaves	male	rddm
_scaffold_1_003304.1	indv_3	941	leaves	male	rddm
_scaffold_1_000880.1	indv_3	456	leaves	male	rddm
_scaffold_1_000882.1	indv_3	2542	leaves	male	rddm
_scaffold_1_003298.1	indv_3	360	leaves	male	rddm
_scaffold_1_000890.1	indv_3	6360	leaves	male	rddm
_scaffold_1_000891.1	indv_3	3888	leaves	male	rddm
_scaffold_1_000892.1	indv_3	7714	leaves	male	rddm
_scaffold_1_003294.1	indv_3	2184	leaves	male	rddm
_scaffold_1_003289.1	indv_3	2544	leaves	male	rddm
_scaffold_1_003288.1	indv_3	552	leaves	male	rddm
_scaffold_1_003287.1	indv_3	6360	leaves	male	rddm
_scaffold_1_003286.1	indv_3	3120	leaves	male	rddm
_scaffold_1_000898.1	indv_3	6504	leaves	male	rddm
_scaffold_1_003282.1	indv_3	1296	leaves	male	rddm
_scaffold_1_003280.1	indv_3	984	leaves	male	rddm
_chr9_000892.1_5	indv_3	24	leaves	male	rddm
_scaffold_1_000909.1	indv_3	4488	leaves	male	rddm
_scaffold_1_003276.1	indv_3	1608	leaves	male	rddm
_scaffold_1_000912.1	indv_3	808	leaves	male	rddm
_scaffold_1_000913.1	indv_3	192	leaves	male	rddm
_scaffold_1_003275.1	indv_3	7512	leaves	male	rddm
_scaffold_1_003264.1	indv_3	96	leaves	male	rddm
_scaffold_1_000915.1	indv_3	144	leaves	male	rddm
_scaffold_1_000916.1	indv_3	24	leaves	male	rddm
_scaffold_1_000917.1	indv_3	48	leaves	male	rddm
_scaffold_1_003263.1	indv_3	1224	leaves	male	rddm
_scaffold_1_000921.1	indv_3	24	leaves	male	rddm
_scaffold_1_003262.1	indv_3	3936	leaves	male	rddm
_scaffold_1_003261.1	indv_3	4416	leaves	male	rddm
_scaffold_1_000924.1	indv_3	1776	leaves	male	rddm
_scaffold_1_000925.1	indv_3	929	leaves	male	rddm
_scaffold_1_000928.1	indv_3	3386	leaves	male	rddm
_scaffold_1_000929.1	indv_3	8208	leaves	male	rddm
_scaffold_1_003259.1	indv_3	10296	leaves	male	rddm
_scaffold_1_003258.1	indv_3	11682	leaves	male	rddm
_scaffold_1_000930.1	indv_3	13008	leaves	male	rddm
_scaffold_1_000932.1	indv_3	5472	leaves	male	rddm
_scaffold_1_003250.1	indv_3	4152	leaves	male	rddm
_scaffold_1_000935.1	indv_3	624	leaves	male	rddm
_scaffold_1_003242.1	indv_3	2064	leaves	male	rddm
_scaffold_1_000938.1	indv_3	9192	leaves	male	rddm
_scaffold_1_000939.1	indv_3	6696	leaves	male	rddm
_scaffold_1_003235.1	indv_3	1344	leaves	male	rddm
_scaffold_1_003233.1	indv_3	3552	leaves	male	rddm
_scaffold_1_003232.1	indv_3	5688	leaves	male	rddm
_scaffold_1_003230.1	indv_3	816	leaves	male	rddm
_scaffold_1_000959.1	indv_3	144	leaves	male	rddm
_scaffold_1_000967.1	indv_3	120	leaves	male	rddm
_scaffold_1_003217.1	indv_3	2544	leaves	male	rddm
_scaffold_1_000972.1	indv_3	1392	leaves	male	rddm
_scaffold_1_000973.1	indv_3	1104	leaves	male	rddm
_scaffold_1_003215.1	indv_3	4128	leaves	male	rddm
_scaffold_1_003214.1	indv_3	528	leaves	male	rddm
_scaffold_1_000975.1	indv_3	408	leaves	male	rddm
_scaffold_1_003209.1	indv_3	144	leaves	male	rddm
_scaffold_1_003208.1	indv_3	4635	leaves	male	rddm
_scaffold_1_000977.1	indv_3	120	leaves	male	rddm
_scaffold_1_003207.1	indv_3	48	leaves	male	rddm
_scaffold_1_003204.1	indv_3	624	leaves	male	rddm
_scaffold_1_000981.1	indv_3	1464	leaves	male	rddm
_scaffold_1_003203.1	indv_3	4680	leaves	male	rddm
_scaffold_1_003200.1	indv_3	0	leaves	male	rddm
_scaffold_1_000983.1	indv_3	1152	leaves	male	rddm
_scaffold_1_003199.1	indv_3	2400	leaves	male	rddm
_scaffold_1_003197.1	indv_3	144	leaves	male	rddm
_scaffold_1_003195.1	indv_3	528	leaves	male	rddm
_scaffold_1_003193.1	indv_3	12372	leaves	male	rddm
_scaffold_1_000985.1	indv_3	4272	leaves	male	rddm
_scaffold_1_000987.1	indv_3	1872	leaves	male	rddm
_scaffold_1_000995.1	indv_3	72	leaves	male	rddm
_scaffold_1_000999.1	indv_3	1896	leaves	male	rddm
_scaffold_1_001009.1	indv_3	96	leaves	male	rddm
_scaffold_1_001011.1	indv_3	216	leaves	male	rddm
_scaffold_1_001013.1	indv_3	11352	leaves	male	rddm
_scaffold_1_001015.1	indv_3	5184	leaves	male	rddm
_scaffold_1_001019.1	indv_3	6480	leaves	male	rddm
_scaffold_1_001020.1	indv_3	3901	leaves	male	rddm
_scaffold_1_003183.1	indv_3	6456	leaves	male	rddm
_scaffold_1_001021.1	indv_3	912	leaves	male	rddm
_scaffold_1_001023.1	indv_3	12633	leaves	male	rddm
_scaffold_1_001024.1	indv_3	2760	leaves	male	rddm
_scaffold_1_001025.1	indv_3	2568	leaves	male	rddm
_scaffold_1_001029.1	indv_3	3864	leaves	male	rddm
_scaffold_1_003163.1	indv_3	11566	leaves	male	rddm
_scaffold_1_001031.1	indv_3	48	leaves	male	rddm
_scaffold_1_003161.1	indv_3	5273	leaves	male	rddm
_scaffold_1_003158.1	indv_3	5616	leaves	male	rddm
_scaffold_1_003157.1	indv_3	3456	leaves	male	rddm
_scaffold_1_001041.1	indv_3	2256	leaves	male	rddm
_scaffold_1_002419.1_1	indv_3	1536	leaves	male	rddm
_scaffold_1_003153.1	indv_3	5232	leaves	male	rddm
_scaffold_1_001044.1	indv_3	6336	leaves	male	rddm
_scaffold_1_001045.1	indv_3	1704	leaves	male	rddm
_scaffold_1_001046.1	indv_3	1032	leaves	male	rddm
_scaffold_1_003152.1	indv_3	11976	leaves	male	rddm
_scaffold_1_003150.1	indv_3	7632	leaves	male	rddm
_scaffold_1_003149.1	indv_3	8162	leaves	male	rddm
_scaffold_1_003145.1	indv_3	504	leaves	male	rddm
_scaffold_1_003144.1	indv_3	1320	leaves	male	rddm
_scaffold_1_001051.1	indv_3	120	leaves	male	rddm
_scaffold_1_001052.1	indv_3	2760	leaves	male	rddm
_scaffold_1_001054.1	indv_3	5976	leaves	male	rddm
_scaffold_1_003141.1	indv_3	48	leaves	male	rddm
_scaffold_1_001055.1	indv_3	2232	leaves	male	rddm
_scaffold_1_001056.1	indv_3	2112	leaves	male	rddm
_scaffold_1_001058.1	indv_3	8193	leaves	male	rddm
_scaffold_1_003134.1	indv_3	13752	leaves	male	rddm
_scaffold_1_003129.1	indv_3	6816	leaves	male	rddm
_scaffold_1_003127.1	indv_3	168	leaves	male	rddm
_scaffold_1_003122.1	indv_3	48	leaves	male	rddm
_scaffold_1_004139.1_5	indv_3	168	leaves	male	rddm
_scaffold_1_003118.1	indv_3	3840	leaves	male	rddm
_scaffold_1_001069.1	indv_3	72	leaves	male	rddm
_scaffold_1_003104.1	indv_3	5376	leaves	male	rddm
_scaffold_1_003103.1	indv_3	3240	leaves	male	rddm
_scaffold_1_001074.1	indv_3	294	leaves	male	rddm
_scaffold_1_003100.1	indv_3	1067	leaves	male	rddm
_scaffold_1_003098.1	indv_3	1464	leaves	male	rddm
_scaffold_1_003097.1	indv_3	5213	leaves	male	rddm
_scaffold_1_003096.1	indv_3	4824	leaves	male	rddm
_scaffold_1_001077.1	indv_3	4776	leaves	male	rddm
_scaffold_1_003095.1	indv_3	5300	leaves	male	rddm
_scaffold_1_003094.1	indv_3	1584	leaves	male	rddm
_scaffold_1_001079.1	indv_3	1176	leaves	male	rddm
_scaffold_1_001080.1	indv_3	1248	leaves	male	rddm
_scaffold_1_001081.1	indv_3	2016	leaves	male	rddm
_scaffold_1_001087.1	indv_3	456	leaves	male	rddm
_scaffold_1_001088.1	indv_3	1032	leaves	male	rddm
_scaffold_1_001090.1	indv_3	1056	leaves	male	rddm
_scaffold_1_001091.1	indv_3	840	leaves	male	rddm
_scaffold_1_001092.1	indv_3	840	leaves	male	rddm
_scaffold_1_001093.1	indv_3	3672	leaves	male	rddm
_scaffold_1_003082.1	indv_3	6192	leaves	male	rddm
_scaffold_1_001101.1	indv_3	336	leaves	male	rddm
_scaffold_1_003080.1	indv_3	4296	leaves	male	rddm
_scaffold_1_001104.1	indv_3	1776	leaves	male	rddm
_scaffold_1_003071.1	indv_3	240	leaves	male	rddm
_scaffold_1_003070.1	indv_3	144	leaves	male	rddm
_scaffold_1_001114.1	indv_3	168	leaves	male	rddm
_scaffold_1_003065.1	indv_3	984	leaves	male	rddm
_scaffold_1_001116.1	indv_3	120	leaves	male	rddm
_scaffold_1_003062.1	indv_3	3528	leaves	male	rddm
_scaffold_1_001121.1	indv_3	7416	leaves	male	rddm
_scaffold_1_003057.1	indv_3	3336	leaves	male	rddm
_scaffold_1_003056.1	indv_3	4512	leaves	male	rddm
_scaffold_1_001124.1	indv_3	576	leaves	male	rddm
_scaffold_1_001127.1	indv_3	408	leaves	male	rddm
_scaffold_1_001137.1	indv_3	72	leaves	male	rddm
_scaffold_1_001139.1	indv_3	4464	leaves	male	rddm
_scaffold_1_003037.1	indv_3	5568	leaves	male	rddm
_scaffold_1_003033.1	indv_3	5592	leaves	male	rddm
_scaffold_1_001146.1	indv_3	96	leaves	male	rddm
_scaffold_1_003030.1	indv_3	48	leaves	male	rddm
_scaffold_1_003029.1	indv_3	144	leaves	male	rddm
_scaffold_1_003024.1	indv_3	3432	leaves	male	rddm
_scaffold_1_003019.1	indv_3	3456	leaves	male	rddm
_scaffold_1_003016.1	indv_3	71496	leaves	male	rddm
_scaffold_1_001157.1	indv_3	6312	leaves	male	rddm
_scaffold_1_003011.1	indv_3	47754	leaves	male	rddm
_scaffold_1_003009.1	indv_3	24	leaves	male	rddm
_scaffold_1_003007.1	indv_3	840	leaves	male	rddm
_scaffold_1_003006.1	indv_3	3312	leaves	male	rddm
_scaffold_1_003003.1	indv_3	8256	leaves	male	rddm
_scaffold_1_003002.1	indv_3	4056	leaves	male	rddm
_scaffold_1_001160.1	indv_3	1248	leaves	male	rddm
_scaffold_1_003001.1	indv_3	2160	leaves	male	rddm
_scaffold_1_003000.1	indv_3	2160	leaves	male	rddm
_scaffold_1_001163.1	indv_3	1440	leaves	male	rddm
_scaffold_1_002990.1	indv_3	1392	leaves	male	rddm
_scaffold_1_002989.1	indv_3	2856	leaves	male	rddm
_scaffold_1_001167.1	indv_3	408	leaves	male	rddm
_scaffold_1_002988.1	indv_3	984	leaves	male	rddm
_scaffold_1_001176.1	indv_3	2616	leaves	male	rddm
_scaffold_1_002985.1	indv_3	2160	leaves	male	rddm
_scaffold_1_002983.1	indv_3	768	leaves	male	rddm
_scaffold_1_001179.1	indv_3	216	leaves	male	rddm
_scaffold_1_001180.1	indv_3	1128	leaves	male	rddm
_scaffold_1_001181.1	indv_3	1200	leaves	male	rddm
_scaffold_1_001182.1	indv_3	504	leaves	male	rddm
_scaffold_1_001184.1	indv_3	3528	leaves	male	rddm
_scaffold_1_002972.1	indv_3	528	leaves	male	rddm
_scaffold_1_001193.1	indv_3	2064	leaves	male	rddm
_scaffold_1_002971.1	indv_3	126	leaves	male	rddm
_scaffold_1_002970.1	indv_3	312	leaves	male	rddm
_scaffold_1_001201.1	indv_3	1296	leaves	male	rddm
_scaffold_1_001202.1	indv_3	4152	leaves	male	rddm
_scaffold_1_001203.1	indv_3	7800	leaves	male	rddm
_scaffold_1_001206.1	indv_3	288	leaves	male	rddm
_scaffold_1_001208.1	indv_3	456	leaves	male	rddm
_scaffold_1_001210.1	indv_3	5588	leaves	male	rddm
_scaffold_1_002962.1	indv_3	0	leaves	male	rddm
_scaffold_1_001215.1	indv_3	888	leaves	male	rddm
_scaffold_1_001216.1	indv_3	528	leaves	male	rddm
_scaffold_1_001217.1	indv_3	2424	leaves	male	rddm
_scaffold_1_002958.1	indv_3	2640	leaves	male	rddm
_scaffold_1_002957.1	indv_3	1608	leaves	male	rddm
_scaffold_1_001219.1	indv_3	2088	leaves	male	rddm
_scaffold_1_001220.1	indv_3	1512	leaves	male	rddm
_scaffold_1_002955.1	indv_3	2520	leaves	male	rddm
_scaffold_1_002953.1	indv_3	984	leaves	male	rddm
_scaffold_1_002952.1	indv_3	5736	leaves	male	rddm
_scaffold_1_001224.1	indv_3	9960	leaves	male	rddm
_scaffold_1_001225.1	indv_3	4368	leaves	male	rddm
_scaffold_1_002947.1	indv_3	2550	leaves	male	rddm
_scaffold_1_001226.1	indv_3	408	leaves	male	rddm
_scaffold_1_001229.1	indv_3	192	leaves	male	rddm
_scaffold_1_001230.1	indv_3	240	leaves	male	rddm
_scaffold_1_002945.1	indv_3	24	leaves	male	rddm
_scaffold_1_002943.1	indv_3	696	leaves	male	rddm
_scaffold_1_002942.1	indv_3	5136	leaves	male	rddm
_scaffold_1_002941.1	indv_3	1548	leaves	male	rddm
_scaffold_1_002940.1	indv_3	2904	leaves	male	rddm
_scaffold_1_002934.1	indv_3	3312	leaves	male	rddm
_scaffold_1_002933.1	indv_3	5376	leaves	male	rddm
_scaffold_1_001234.1	indv_3	1776	leaves	male	rddm
_scaffold_1_002932.1	indv_3	2976	leaves	male	rddm
_scaffold_1_001242.1	indv_3	5664	leaves	male	rddm
_scaffold_1_002929.1	indv_3	1728	leaves	male	rddm
_scaffold_1_002928.1	indv_3	408	leaves	male	rddm
_scaffold_1_001244.1	indv_3	384	leaves	male	rddm
_scaffold_1_001245.1	indv_3	480	leaves	male	rddm
_scaffold_1_002925.1	indv_3	120	leaves	male	rddm
_scaffold_1_002920.1	indv_3	2280	leaves	male	rddm
_scaffold_1_002919.1	indv_3	264	leaves	male	rddm
_scaffold_1_001250.1	indv_3	1747	leaves	male	rddm
_scaffold_1_002917.1	indv_3	10608	leaves	male	rddm
_scaffold_1_001258.1	indv_3	984	leaves	male	rddm
_scaffold_1_001263.1	indv_3	48	leaves	male	rddm
_scaffold_1_002907.1	indv_3	7464	leaves	male	rddm
_scaffold_1_001266.1	indv_3	7464	leaves	male	rddm
_scaffold_1_002903.1	indv_3	72	leaves	male	rddm
_scaffold_1_002902.1	indv_3	192	leaves	male	rddm
_scaffold_1_001272.1	indv_3	1320	leaves	male	rddm
_scaffold_1_001283.1	indv_3	24	leaves	male	rddm
_scaffold_1_002885.1	indv_3	1344	leaves	male	rddm
_scaffold_1_002883.1	indv_3	5808	leaves	male	rddm
_scaffold_1_002878.1	indv_3	7162	leaves	male	rddm
_scaffold_1_001285.1	indv_3	3552	leaves	male	rddm
_scaffold_1_002875.1	indv_3	4606	leaves	male	rddm
_scaffold_1_002874.1	indv_3	8208	leaves	male	rddm
_scaffold_1_002873.1	indv_3	5040	leaves	male	rddm
_scaffold_1_002872.1	indv_3	7440	leaves	male	rddm
_scaffold_1_002871.1	indv_3	8400	leaves	male	rddm
_scaffold_1_002868.1	indv_3	96	leaves	male	rddm
_scaffold_1_001292.1	indv_3	10008	leaves	male	rddm
_scaffold_1_002849.1	indv_3	4392	leaves	male	rddm
_scaffold_1_001297.1	indv_3	528	leaves	male	rddm
_scaffold_1_001300.1	indv_3	24	leaves	male	rddm
_scaffold_1_001301.1	indv_3	24	leaves	male	rddm
_scaffold_1_001303.1	indv_3	72	leaves	male	rddm
_scaffold_1_001305.1	indv_3	264	leaves	male	rddm
_scaffold_1_001307.1	indv_3	1128	leaves	male	rddm
_scaffold_1_002836.1	indv_3	4392	leaves	male	rddm
_scaffold_1_002833.1	indv_3	8601	leaves	male	rddm
_scaffold_1_001344.1	indv_3	96	leaves	male	rddm
_scaffold_1_001346.1	indv_3	2376	leaves	male	rddm
_scaffold_1_002826.1	indv_3	960	leaves	male	rddm
_scaffold_1_001351.1	indv_3	5832	leaves	male	rddm
_scaffold_1_001357.1	indv_3	11232	leaves	male	rddm
_scaffold_1_002819.1	indv_3	2544	leaves	male	rddm
_scaffold_1_001363.1	indv_3	72	leaves	male	rddm
_scaffold_1_001364.1	indv_3	9816	leaves	male	rddm
_scaffold_1_002815.1	indv_3	0	leaves	male	rddm
_scaffold_1_002814.1	indv_3	0	leaves	male	rddm
_scaffold_1_002813.1	indv_3	4200	leaves	male	rddm
_scaffold_1_001370.1	indv_3	1680	leaves	male	rddm
_scaffold_1_002810.1	indv_3	3264	leaves	male	rddm
_scaffold_1_002807.1	indv_3	72	leaves	male	rddm
_scaffold_1_002804.1	indv_3	96	leaves	male	rddm
